ID,TITLE,OVERAL RANK,MEAN SCORE
2346,Koroshiya 1 The Animation: Episode 0,12038,5.63
3389,Bus Gamer,7523,6.46
26023,Haiyore! Nyaruko-san F,2366,7.42
31553,Charlotte: Tsuyoimono-tachi,2012,7.5
36952,Tennis no Oujisama: Best Games!!,6763,6.58
2087,VS Knight Lamune & 40 Fire,4830,6.92
16822,Uju Heukgisa,14248,3.53
32380,Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,1006,7.83
291,D.C.S.S: Da Capo Second Season,4844,6.92
6582,Tentai Senshi Sunred 2nd Season,1017,7.83
6712,Natsu no Arashi! Akinaichuu,3199,7.25
30251,Venus Project: Climax,13123,5.28
413,Hametsu no Mars,14286,2.23
44040,Abciee Shuugyou Nikki,12712,5.42
31362,Osiris no Tenbin,11791,5.68
34649,Soukyuu no Fafner: Dead Aggressor - The Beyond,3153,7.25
37504,Mob Psycho Mini,7455,6.47
4021,Seiyou Kottou Yougashiten: Antique,4496,7
3713,Jigoku Shoujo Mitsuganae,1627,7.6
30925,Gatchaman Crowds Insight: Inbound,4646,6.97
2486,Takahashi Rumiko Gekijou,3911,7.12
3674,Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu,2420,7.4
4085,Yonimo Osoroshii Grimm Douwa,11939,5.65
452,InuYasha Movie 1: Toki wo Koeru Omoi,1773,7.56
465,One Piece Movie 07: Karakuri-jou no Mecha Kyohei,3703,7.16
1094,One Piece: Umi no Heso no Daibouken-hen,3727,7.15
1237,One Piece: Oounabara ni Hirake! Dekkai Dekkai Chichi no Yume!,3629,7.17
1238,One Piece: Mamore! Saigo no Oobutai,2945,7.29
5252,One Piece: Romance Dawn Story,2817,7.32
9999,One Piece 3D: Mugiwara Chase,5035,6.88
11355,"Kono Danshi, Uchuujin to Tatakaemasu.",5918,6.72
15439,"Kono Danshi, Ningyo Hiroimashita.",3190,7.25
16868,Suki tte Ii na yo. Dareka ga,3318,7.22
28405,Ansatsu Kyoushitsu: Deai no Jikan,2294,7.43
31765,Sword Art Online Movie: Ordinal Scale,1787,7.56
34467,Yami Shibai 4,11180,5.81
37997,Devils Line: Anytime Anywhere,4780,6.93
38027,Free! Dive to the Future - Soushun no Build-up!,1754,7.57
2508,Genshiken 2,1218,7.74
11739,Kimi to Boku. 2,841,7.91
873,.hack//Roots,5218,6.85
2595,D.C.II: Da Capo II,5225,6.85
3269,.hack//G.U. Trilogy,4217,7.06
4713,Heart no Kuni no Alice: Wonderful Wonder World,10143,6.01
10862,Tennis no Oujisama: Pair Prince,3666,7.16
33718,Cocktail Prince: Making Love!!,,5.57
2768,CLAMP in Wonderland 2,,7.42
34504,Seitokai Yakuindomo Movie,1024,7.82
31812,Kuroshitsuji Movie: Book of the Atlantic,346,8.25
20903,Harmonie,3423,7.21
30311,Kuroko no Basket 3rd Season NG-shuu,1437,7.66
2810,Anime Himitsu no Hanazono,4004,7.1
3835,Ai no Gakkou Cuore Monogatari,6604,6.61
2223,Maple Town Monogatari,5105,6.87
27417,Diabolik Lovers OVA,11682,5.7
20329,Koroshiya-san: The Hired Gun,12538,5.48
4752,Vampire Knight Guilty,4211,7.06
8057,Shin Koihime†Musou: Otome Tairan,4801,6.93
359,I'll/CKBC,9313,6.16
1973,X Densha de Ikou,11179,5.81
5052,Eightman,10805,5.88
5267,Gamba no Bouken,3340,7.22
22831,Abarenbou Rikishi!! Matsutarou,9818,6.07
1655,Nerima Daikon Brothers,3124,7.26
3946,Jarinko Chie,4332,7.03
9884,Osomatsu-kun,7289,6.49
2710,Nintama Rantarou Movie,8175,6.35
3203,Chibi Maruko-chan Movie,4086,7.09
3744,Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen,1943,7.52
3745,Crayon Shin-chan Movie 02: Buriburi Oukoku no Hihou,3783,7.14
3853,Crayon Shin-chan Manatsu no Yoru ni Ora Sanjou! Arashi wo Yobu Den-O vs. Shin-O 60-pun Special!!,7433,6.47
6217,Crayon Shin-chan Movie 03: Unkokusai no Yabou,4766,6.94
6460,Crayon Shin-chan Movie 05: Ankoku Tamatama Daitsuiseki,2247,7.44
8358,Crayon Shin-chan Movie 01: Action Kamen vs. Haigure Maou,4301,7.04
8359,Crayon Shin-chan Movie 04: Henderland no Daibouken,2703,7.34
8360,Crayon Shin-chan Movie 06: Dengeki! Buta no Hizume Daisakusen,4087,7.09
8361,Crayon Shin-chan Movie 07: Bakuhatsu! Onsen Wakuwaku Daikessen,5626,6.77
8362,Crayon Shin-chan Movie 08: Arashi wo Yobu Jungle,2377,7.41
8363,Crayon Shin-chan Movie 11: Arashi wo Yobu Eikou no Yakiniku Road,3078,7.27
8364,Crayon Shin-chan Movie 12: Arashi wo Yobu! Yuuhi no Kasukabe Boys,3331,7.22
8365,Crayon Shin-chan Movie 13: Densetsu wo Yobu Buriburi 3-pun Dai Shingeki,6247,6.67
8366,Crayon Shin-chan Movie 14: Densetsu wo Yobu Odore! Amigo!,5463,6.8
8367,Crayon Shin-chan Movie 16: Chou Arashi wo Yobu Kinpoko no Yuusha,4767,6.94
8368,Crayon Shin-chan Movie 17: Otakebe! Kasukabe Yasei Oukoku,5224,6.85
8369,Crayon Shin-chan Movie 18: Chou Jikuu! Arashi wo Yobu Ora no Hanayome,1995,7.51
9348,Chibi Maruko-chan: Watashi no Suki na Uta,3099,7.26
9799,Shin-Men,9354,6.15
10114,Nintama Rantarou Movie: Ninjutsu Gakuen Zenin Shutsudou! no Dan,5825,6.74
10116,Crayon Shin-chan Movie 19: Arashi wo Yobu Ougon no Spy Daisakusen,4391,7.02
12499,Crayon Shin-chan Movie 20: Arashi wo Yobu! Ora to Uchuu no Princess,5152,6.86
14095,Kamen Rider Fourze x Crayon Shin-chan,10388,5.96
17113,Crayon Shin-chan Movie 21: Bakauma! B-Kyuu Gourmet Survival Battle!!,3247,7.24
21395,Crayon Shin-chan Movie 22: Gachinko! Gyakushuu no Robo To-chan,2118,7.47
27653,Crayon Shin-chan Movie 23: Ora no Hikkoshi Monogatari - Saboten Daishuugeki,3511,7.19
28583,Nintama Rantarou no Shouboutai,18840,
29657,Stone,13872,4.77
30803,"Planetarium Chibi Maruko-chan, Hoshi ni Negai wo",7877,6.4
31033,Nintama Rantarou: Dokutake Onsen no Dan,18843,
31034,Nintama Rantarou: Ninjutsu Gakuen to Nazo no Onna - Kore wa Jiken da yo! no Dan,18846,
31202,Chibi Maruko-chan Movie: Italia kara Kita Shounen,5798,6.74
32773,Nintama Rantarou no Uchuu Daibouken with Cosmic Front☆Next,18841,
34835,Crayon Shin-chan Gaiden: Kazokuzure Ookami,5541,6.79
35125,Chibi Maruko-chan: Hi no Youjin,20383,
29421,Liv & Bell,18007,
29425,Teach,15367,
35226,Akita Kenritsu Iburi Gakkou Chuutou-bu,19642,
29387,Momonga-mon,18550,
29429,Straw Byururu,11306,5.79
33789,Peeping Life x Sanyo,19153,
7505,Knyacki!,17648,
28921,Disney Tsum Tsum,11812,5.68
29375,Robot Pulta,14298,
36249,Kyak Kyak Kyak Flamenco,,5.28
8631,YanYan Machiko,11876,5.66
13825,Kamiusagi Rope x au Collaboration,12728,5.42
10506,Shiawase Haitatsu Taneko,14776,
18227,Bakujuu Gasshin Ziguru Hazeru,12070,5.62
23737,Neko Pitcher,9613,6.1
25635,Space☆Dandy Picture Drama,9357,6.15
61564,Shenguo Zhi Shang,14702,
59765,Yishi Du Zun 2nd Season,16670,
33281,Mori no Andou,10598,5.92
13843,Wild Adapter,9191,6.18
29893,Aria the Avvenire,890,7.88
459,One Piece Movie 01,4059,7.09
462,One Piece Movie 04: Dead End no Bouken,1980,7.51
2020,One Piece: Nenmatsu Tokubetsu Kikaku! Mugiwara no Luffy Oyabun Torimonochou,3555,7.18
2107,One Piece Movie 08: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi,2893,7.3
2386,One Piece: Yume no Soccer Ou!,4135,7.08
3848,"One Piece Movie 09: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura",2314,7.43
6094,A Piece of Phantasmagoria,8957,6.21
8171,One Piece Recap,3877,7.13
12001,One Piece 3D: Gekisou! Trap Coaster,5752,6.75
12859,One Piece Film: Z,528,8.11
16468,One Piece: Glorious Island,3810,7.14
20871,Nissan Serena x One Piece 3D: Mugiwara Chase - Sennyuu!! Sauzando Sunny-gou,,6.47
22661,One Piece: Cry Heart,7384,6.48
25161,One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,975,7.84
29902,A Play,,4.58
675,One: Kagayaku Kisetsu e,13570,5.04
1804,Koko wa Green Wood,5638,6.77
1812,Hanoka,14253,3.41
3513,Tanjou: Debut,13655,4.96
4003,Dream Hunter Rem,9120,6.19
6245,Spirit of Wonder: China-san Tanpenshuu,6760,6.58
9213,Kowarekake no Orgel,3013,7.28
9595,Amanatsu,11255,5.8
10904,Waza no Tabibito,14004,4.62
12131,30-sai no Hoken Taiiku Specials,9642,6.1
17739,Hidamari Sketch: Sae Hiro Sotsugyou-hen,578,8.08
24365,Tonari no Seki-kun Specials,2273,7.44
28861,Takamiya Nasuno desu! Teekyuu Spin-off,7884,6.4
6984,Hidamari Sketch x 365 Specials,1292,7.72
11239,Hidamari Sketch x Honeycomb,799,7.93
8246,Naruto: Shippuuden Movie 4 - The Lost Tower,2326,7.42
1830,Utawarerumono Specials,1927,7.53
37983,Nekopara: Koneko no Hi no Yakusoku,4488,7
40712,Azur Lane Recap,10218,5.99
38677,Guomin Laogong Dai Huijia 4th Season,9568,6.11
14537,Cinnamon no Parade,11449,5.75
6172,Layton Kyouju to Eien no Utahime,1562,7.62
264,Hajime no Ippo: Champion Road,351,8.25
2248,Naruto: Dai Katsugeki!! Yuki Hime Ninpouchou Dattebayo! - Konoha no Sato no Dai Undoukai,5182,6.86
4662,Neo Angelique Abyss: Second Age,4678,6.96
5593,Dogs: Bullets & Carnage,3082,7.27
8078,Kure-nai OVA,5502,6.79
10083,Shiki Specials,1195,7.75
14645,Hiiro no Kakera 2nd Season,3794,7.14
15437,"Kore wa Zombie desu ka? of the Dead: Hai, Minotake ni Attemasu",2388,7.41
9943,Oresama Kingdom,8558,6.29
11371,Shin Tennis no Oujisama,1918,7.53
14583,Rinne no Lagrange Specials,9093,6.19
4166,To Heart 2 AD,5439,6.81
9471,Baka to Test to Shoukanjuu: Matsuri,1817,7.55
16518,Arata Kangatari,7733,6.42
835,Sister Princess: Re Pure,8500,6.29
14575,Minami-ke Omatase,2474,7.39
23341,Yoku Wakaru Mahouka!,8675,6.27
10893,Kyousou Giga,4944,6.9
18413,Puchitto Gargantia,8659,6.27
21421,Mahou Shoujo Taisen,11559,5.73
7651,Ningen Shikkaku: Director's Cut-ban,2079,7.49
11313,Kimi no Iru Machi: Tasogare Kousaten,3618,7.17
23777,Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,723,7.98
23985,Futari Ecchi (2014),9675,6.09
25755,Yowamushi Pedal: Re:Ride,2616,7.36
28207,Ketsuekigata-kun! 2,7935,6.39
29755,Haikyuu!! Movie 1: Owari to Hajimari,558,8.09
29820,Channel 5.5 4th Season,12970,5.33
3165,Hidamari Sketch Specials,2003,7.51
37662,Shinya! Tensai Bakabon,10265,5.98
12005,What's Michael?,11936,5.65
37341,Yuru Camp△ Specials,1746,7.57
10109,Softenni,7396,6.48
22507,Initial D Final Stage,301,8.29
15505,Shining Hearts: Shiawase no Pan Specials,10263,5.98
32785,Future Card Buddyfight Triple D,6787,6.58
865,Kikou Senki Dragonar,5916,6.72
6374,Kagaku Ninja-tai Gatchaman II,7570,6.45
2549,Perrine Monogatari,1865,7.54
51861,Shen Mu,3641,7.17
62117,Zi Chuan 2nd Season,17006,
50114,Yuan Zun,1874,7.54
51278,Ka Tu,17327,
52180,San Cun Renjian,14451,
53618,Wan Jie Zhizun,7979,6.38
57656,Yi Ren Jun Moye,6232,6.67
58494,Yin Shizong Men Zhang Jiao,6319,6.66
60416,Wu Lian Dianfeng,3503,7.19
61420,Taigu Zhan Hun,5451,6.8
2117,Shin Captain Tsubasa,3819,7.14
14989,Chousoku Henkei Gyrozetter,7820,6.41
15547,Cross Fight B-Daman eS,7527,6.46
55192,Jiu Tian Xuan Di Jue 4th Season,7675,6.43
2415,Super Fishing Grander Musashi,4902,6.91
6901,Battle Spirits: Shounen Gekiha Dan,4653,6.96
13185,Juusen Battle Monsuno,7362,6.48
15649,Puchimas!: Petit iDOLM@STER,3906,7.12
23375,Minarai Diva,13372,5.16
30547,Touhou Niji Sousaku Doujin Anime: Musou Kakyou Special,3137,7.26
37167,Chokkan x Algorhythm♪,20439,
34503,KochinPa! Dainiki,14078,4.49
11541,Ad Lib Anime Kenkyuujo,10854,5.87
20359,Yamada-kun to 7-nin no Majo PV,,7.25
53850,SSSS.Gridman Movie,3644,7.17
1674,Captain Tsubasa J,2995,7.28
10346,Ring ni Kakero 1: Sekai Taikai-hen,8114,6.36
12669,Amagami SS+ Plus: Extra Episode+ Plus,3508,7.19
12677,Ozma,9803,6.07
38767,Cinderella Girls Gekijou: Climax Season,7431,6.47
39654,Cinderella Girls Gekijou: Kayou Cinderella Theater 4th Season,8612,6.28
31221,Tantei Team KZ Jiken Note,9187,6.18
34013,Hagane Orchestra,12479,5.5
32084,"Watashitachi, Luck Logic-bu!",12617,5.45
349,Magical Canan,9786,6.07
1607,Venus Versus Virus,8332,6.32
2245,Seraphim Call,9003,6.21
4114,Onegai My Melody: Kurukuru Shuffle!,2657,7.35
8100,Mardock Scramble: The First Compression,2454,7.4
10417,Gyo,12978,5.33
10702,Tekken: Blood Vengeance,6673,6.59
44931,Tonikaku Kawaii: SNS,686,8.01
445,Tales of Eternia The Animation,9186,6.18
2837,Ariel Deluxe,11943,5.65
14835,The iDOLM@STER Shiny Festa,3650,7.17
2200,Muteki Choujin Zambot 3,4537,6.99
39023,Qin Shi Mingyue: Canghai Hengliu,19431,
49398,Wu Geng Ji 4th Season,4758,6.94
51791,Xi Xing Ji: Chongsheng Pian,4420,7.02
49569,Xue Ying Ling Zhu 3rd Season,3158,7.25
50581,Binghuo Mochu,3412,7.21
55130,Zhen Wu Dianfeng 2nd Season,4280,7.05
42898,Wan Jie Xian Zong 4th Season,3747,7.15
48480,Wan Jie Shen Zhu 3rd Season,6048,6.7
50444,Yong Sheng,2043,7.5
52765,Wan Jie Du Zun 2nd Season,2849,7.31
38742,Da Li Si Rizhi,4658,6.96
51517,Zhan Qiannian,6051,6.7
51860,Jidao Long Shen,7251,6.5
50378,Renjian Zui Deyi,6203,6.68
50849,Jing Cui Xian Zun,9927,6.05
51457,Wu Ying Sanqian Dao,6659,6.6
51735,Jiu Tian Xuan Di Jue 2nd Season,7999,6.38
17727,Haitai Nanafa 2nd Season,10966,5.85
31573,Brave Beats,7521,6.46
34332,Hulaing Babies,11043,5.84
37747,Ame-iro Cocoa: Side G,13748,4.88
38719,Fight League: Gear Gadget Generators,9994,6.04
39643,Shoujo☆Conto All Starlight,8665,6.27
5250,God Mazinger,8952,6.22
13835,Marimo no Hana: Saikyou Butouha Shougakusei Densetsu,13589,5.03
15617,Jinrui wa Suitai Shimashita Specials,3538,7.18
19109,Fate/kaleid liner Prisma☆Illya Specials,5903,6.72
19841,Super Seisyun Brothers,6041,6.7
958,Heat Guy J,3955,7.11
303,Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,5077,6.87
1005,Star Ocean EX,6760,6.58
6713,Ranma ½: Nettou Uta Gassen,4065,7.09
91,Shin Kidou Senki Gundam Wing: Endless Waltz,1244,7.73
30137,Big Order,11659,5.71
3568,Ganbarist! Shun,3610,7.17
331,Mahoujin Guruguru,1676,7.59
616,Nurse Angel Ririka SOS,4871,6.92
1324,Earthian,10157,6
1598,Casshern: Robot Hunter,8433,6.3
1777,Kaze no Tairiku,9240,6.17
1866,Seirei Tsukai,12158,5.59
2264,Jungle Taitei Movie (1997),4589,6.98
2427,Unico,3913,7.12
2428,Tanpen Unico: Kuroi Kumo to Shiroi Hane,9008,6.21
2560,Terra e...,7885,6.4
2695,Kidou Senshi Gundam 0083: Zeon no Zankou,6290,6.66
2771,Chou Kuse ni Narisou,8085,6.36
3480,Nayuta,12543,5.48
3838,Himitsu no Akko-chan 2,7541,6.46
212,Project A-Ko,5199,6.85
442,Naruto Movie 1: Dai Katsugeki!! Yuki Hime Ninpouchou Dattebayo!,3902,7.12
1169,Green Legend Ran,6881,6.56
1413,Lupin III: Alcatraz Connection,4485,7
1417,Lupin III: Moeyo Zantetsuken!,4530,6.99
1419,Lupin III: Kutabare! Nostradamus,2873,7.31
1420,Lupin III: Russia yori Ai wo Komete,6558,6.62
1422,Lupin III: $1 Money Wars,4049,7.09
1423,Lupin III: Napoleon no Jisho wo Ubae,6737,6.58
1429,Lupin III: Nusumareta Lupin - Copycat wa Manatsu no Chou,4674,6.96
1433,Lupin III: Babylon no Ougon Densetsu,7659,6.44
1434,Lupin III: Harimao no Zaihou wo Oe!!,5175,6.86
1745,Wild 7 Another Bouryaku Unga,13493,5.09
2077,Kindaichi Shounen no Jikenbo Movie 1: Operazakan - Aratanaru Satsujin,4024,7.1
2470,Uchuu Kaizoku Captain Herlock: Arcadia-gou no Nazo,4904,6.91
3398,Shin Hurricane Polymar,10713,5.9
3807,Honoo no Alpenrose: Judy & Randy,5476,6.8
3898,Mazinger Z tai Devilman,9589,6.11
4320,Lupin III: Green vs. Red,6470,6.63
4485,Kasei Yakyoku,6289,6.66
5019,Lupin III: Sweet Lost Night - Mahou no Lamp wa Akumu no Yokan,4858,6.92
5928,Kigyou Senshi Yamazaki: Long Distance Call,10871,5.87
8097,Lupin III: The Last Job,5101,6.87
10224,Uchuu Majin Daikengou,11086,5.83
10592,s.CRY.ed Alteration I: Tao,5129,6.86
11001,Toshokan Sensou: Kakumei no Tsubasa,1278,7.72
11777,Lupin III: Chi no Kokuin - Eien no Mermaid,3379,7.21
12223,s.CRY.ed Alteration II: Quan,5593,6.78
1097,Lime-iro Senkitan,10890,5.86
10469,Sayonara Zetsubou Sensei Special,2157,7.46
13727,Rinne no Lagrange: Kamogawa Days,5754,6.75
35960,Kud Wafter,4672,6.96
54870,Seishun Buta Yarou wa Randoseru Girl no Yume wo Minai,294,8.3
18097,Inazuma Eleven Go: Galaxy,6284,6.66
30039,Future Card Buddyfight Hundred,5905,6.72
38923,Sinbi Apartment: Ghost Ball Bimil,5300,6.83
39849,Kyouryuu Shoujo Gauko,8196,6.34
1561,Lovedol: Lovely Idol,9607,6.1
1724,Saint October,7496,6.46
1807,Prism Ark,7950,6.39
6117,Gokujou!! Mecha Mote Iinchou,8160,6.35
6798,Saa Ikou! Tamagotchi,11705,5.7
8217,Jewelpet Twinkle☆,2318,7.42
9673,Tegamibachi: Omakebachi,5373,6.82
36538,Natsume Yuujinchou Movie: Utsusemi ni Musubu,193,8.42
37109,Hakumei to Mikochi: Neji to Bed to Irori to Bakuchi,1770,7.56
48829,Ichiban Kuji Natsume Yuujinchou: Nyanko-sensei to Hana Shirabe,6464,6.63
48953,Natsume Yuujinchou: Hitoyoshi Kuma de no Yasashii Jikan,,7.52
49573,Ya She,1810,7.55
50217,Shanhe Jian Xin Xiao Juchang,6500,6.62
6862,K-On!: Live House!,966,7.85
23433,Shin Strange+,9181,6.18
14277,Chitose Get You!!,9048,6.2
5751,Tennis no Oujisama: Another Story - Kako to Mirai no Message,1740,7.57
10573,Tennis no Oujisama: Another Story II - Ano Toki no Bokura,2284,7.43
35946,Nanatsu no Taizai Movie 1: Tenkuu no Torawarebito,4056,7.09
48896,Overlord Movie 3: Sei Oukoku-hen,1185,7.76
16982,Hayate no Gotoku! Cuties,4398,7.02
38088,Digimon Adventure: Last Evolution Kizuna,464,8.17
332,Dokidoki♡Densetsu: Mahoujin Guruguru,3923,7.12
545,Mousou Kagaku Series: Wandaba Style,10255,5.98
1090,Kidou Senshi Gundam I,3184,7.25
2152,Oh! Edo Rocket,3553,7.18
3653,Kurogane no Linebarrels,5024,6.88
10418,Deadman Wonderland: Akai Knife Tsukai,4930,6.9
23227,Mikakunin de Shinkoukei: Kamoniku tte Midori-ppoi Aji ga Suru no ne.,3872,7.13
52368,AOTU Shijie 4,19726,
4808,Hurricane Polymar,7359,6.48
19871,Gaist Crusher,11126,5.82
33803,Sengoku Choujuu Giga: Kou,10990,5.85
35303,Furusato Meguri: Nippon no Mukashibanashi,9323,6.15
44689,Shen Bing Xiaojiang,14669,
33854,KoSys! Lite,17717,
33542,Mameshiba Gakuen,12552,5.47
33867,Kabi Usagi (2016),13353,5.17
33986,Elite Banana Banao,11388,5.77
34205,GJ8man,21305,
16636,Kotoura-san: Haruka no Heya,8717,6.26
21335,Double Circle,13830,4.81
4804,To Heart 2 AD Plus,6133,6.69
943,Yume Tsukai,7709,6.43
7568,Umineko no Naku Koro ni Specials,8602,6.28
3768,Play Ball,10260,5.98
61561,Cang Lan Jue 2,20235,
2891,Iblard Jikan,5332,6.83
20655,Amnesia OVA,8411,6.31
1957,Ai Tenshi Densetsu Wedding Peach DX,6235,6.67
2205,Bakuretsu Tenshi: Infinity,5792,6.74
3466,Kino no Tabi: The Beautiful World - Tou no Kuni - Free Lance,1853,7.54
8857,Nichijou: Nichijou no 0-wa,2398,7.41
13469,Hyouka: Motsubeki Mono wa,2644,7.35
31389,Fate/stay night: Unlimited Blade Works 2nd Season - Sunny Day,2122,7.47
43769,OTMGirls no Yokiyoki Channel,12102,5.61
6927,Higashi no Eden: Air Communication,1829,7.55
15775,Saint☆Oniisan,2143,7.47
15895,Hiyokoi (2012),6259,6.67
16001,Kokoro Connect: Michi Random,843,7.91
20649,Kimi no Iru Machi OVA,4463,7.01
37139,Koyomi History,6371,6.64
37858,Free! Movie 1: Timeless Medley - Kizuna - Character Butai Aisatsu,5230,6.85
45207,Okashina Sabaku no Suna to Manu,11773,5.69
20267,Wooser no Sono Higurashi: Kakusei-hen,6944,6.55
22735,Oreca Battle,10825,5.88
24835,Kidou Senshi Gundam-san,9262,6.16
41660,Yesterday wo Utatte: Haishin-ban Episode,6496,6.63
6031,Osu!! Karate-bu,6481,6.63
998,Blue Seed,4575,6.98
6946,Mudazumo Naki Kaikaku: The Legend of Koizumi,5033,6.88
1603,Super Robot Taisen OG: Divine Wars,5613,6.77
985,Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,1056,7.81
3593,Utawarerumono OVA,3654,7.17
18205,World Fool News (TV),10841,5.88
31196,Cardfight!! Vanguard G: GIRS Crisis-hen,6166,6.68
15195,Hetalia: The Beautiful World,2380,7.41
4028,Slayers Revolution,3149,7.25
1085,Interlude,8356,6.32
49291,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden Final Season - Asaki Yume no Akatsuki,5425,6.81
20843,Senki Zesshou Symphogear G: Senki Zesshou Shinai Symphogear,5046,6.88
5310,Macross F Movie 1: Itsuwari no Utahime,1148,7.77
8457,Yozakura Quartet: Hoshi no Umi,2554,7.37
9925,Amagami SS: Tachibana Miya-hen - Imouto,3576,7.18
25011,Fate/kaleid liner Prisma☆Illya 2wei! Specials,5468,6.8
31368,Grisaia no Rakuen Specials,4397,7.02
33024,Ginga Kikoutai Majestic Prince: Mirai e no Tsubasa,7747,6.42
36077,Macross Δ Movie: Gekijou no Walküre,5747,6.75
2795,Dragonaut: The Resonance,6875,6.56
1740,Naikaku Kenryoku Hanzai Kyousei Torishimarikan Zaizen Joutarou,13533,5.07
3417,Yawaraka Sangokushi Tsukisase!! Ryofuko-chan,8488,6.3
5521,Hayate no Gotoku!!: Atsu ga Natsuize - Mizugi-hen!,2932,7.29
14349,Little Witch Academia,1108,7.79
20449,"Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!: Motenaishi, Nazomeite Miru",4686,6.96
2704,Kaiketsu Jouki Tanteidan,6707,6.59
8215,Genji Tsuushin Agedama,7320,6.49
13171,Wasurenagumo,4437,7.01
30746,Fushigi na Somera-chan,10943,5.86
340,Mutsu Enmei Ryuu Gaiden: Shura no Toki,1860,7.54
18851,Fate/kaleid liner Prisma☆Illya: Undoukai de Dance!,6342,6.65
25897,Love Live! School Idol Project: μ's →NEXT LoveLive! 2014 - Endless Parade Makuai Drama,5819,6.74
15749,Chiisana Ojisan,11383,5.77
18055,Hakkenden: Touhou Hakken Ibun 2nd Season,1652,7.6
42260,Ninja Collection,14221,3.81
1066,Shakugan no Shana-tan,4206,7.06
1380,Blue Gender: The Warrior,9116,6.19
15687,Chuunibyou demo Koi ga Shitai! Lite,3100,7.26
21497,Sengoku Musou SP: Sanada no Shou,6834,6.57
17643,Little Busters! Sekai no Saitou wa Ore ga Mamoru!,2872,7.31
38690,Si Hai Jing Qi,9370,6.14
46821,Wei Wo Du Shen,9546,6.11
51623,Wan Yu Zhi Wang,10129,6.01
55014,Yishi Du Zun,6404,6.64
15989,Saki Achiga-hen: Episode of Side-A Specials,1917,7.53
36022,Cardfight!! Vanguard G Z,6867,6.56
16916,Kuroko no Basket: Tip Off,1107,7.79
22125,Kuroko no Basket: Mou Ikkai Yarimasen ka,1714,7.58
31051,Kuroko no Basket: Saikou no Present desu,562,8.09
34642,Shingeki no Bahamut: Genesis - Short Story,3840,7.13
35321,Haikyuu!! Tokushuu! Haru-kou Volley ni Kaketa Seishun,2001,7.51
36796,Owarimonogatari 2nd Season Recaps,1012,7.83
37515,Made in Abyss Movie 2: Hourou Suru Tasogare,221,8.38
40849,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru Recap,7966,6.38
17855,Namiuchigiwa no Muromi-san: Pangea Chou Tairiku no Muromi-san,6196,6.68
4015,School Rumble San Gakki,2970,7.28
42829,Boukyaku Battery,7920,6.39
3312,Dr. Slump,4582,6.98
6704,Queen's Blade: Rurou no Senshi Specials,10504,5.94
56,Avenger,10958,5.85
854,Soul Link,9725,6.08
1070,Love Get Chu,7282,6.49
42967,Fei Zhi Baike,21055,
42290,Ling Long: Incarnation Part 2,1727,7.57
53477,Binghuo Mochu 2,3754,7.15
55738,Guaishou Xiao Guan,8537,6.29
61300,Sumikko Gurashi: Koko ga Ochitsukun desu,15199,
7870,Baka to Test to Shoukanjuu Specials,3094,7.26
6882,Hatsukoi Limited.: Gentei Shoujo,6459,6.63
10479,Beelzebub Specials,2857,7.31
13055,Sankarea OVA,3491,7.19
2048,Kikou Ryouhei Mellowlink,3694,7.16
5034,Shikabane Hime: Kuro,3225,7.24
19759,Ansatsu Kyoushitsu: Jump Festa 2013 Special,3577,7.18
1398,Macross Dynamite 7,5504,6.79
2011,Taiho Shichau zo Special,4430,7.01
1910,Master Keaton OVA,1264,7.73
5691,Rekka no Honoo: Final Burning,4606,6.98
21179,Dragon Fist,14160,4.22
41611,Wan Sheng Jie,728,7.97
41780,BanG Dream! Movie: Episode of Roselia - I: Yakusoku,1328,7.7
48097,Wan Jie Qi Yuan,6767,6.58
50588,Wan Yu Feng Shen,7306,6.49
51197,Zi Chuan: Yincang Hudong Ju,5783,6.74
51216,Xin Qin Shi Mingyue,16370,
9754,Kuragehime: Eiyuu Retsuden☆,6896,6.56
2232,Funny Pets,13729,4.9
473,Tide-Line Blue,6763,6.58
20159,Pokemon: The Origin,1234,7.74
12503,Mirai Nikki (TV): Ura Mirai Nikki,7481,6.46
10838,Double-J,12628,5.45
14333,Tanken Driland,6510,6.62
1252,Fushigi no Umi no Nadia: Original Movie,13175,5.26
685,To Heart: Remember My Memories,8121,6.36
6791,Kanokon: Manatsu no Dai Shanikusai,7088,6.52
4421,Moetan Specials,7456,6.47
471,To Heart 2,7416,6.47
686,To Heart: Remember My Memories Specials,10124,6.01
756,School Days ONA,11300,5.79
